# x (AU), y (AU), v (AU), v_{x} (km s^{-1}), v_{y} (km s^{-1}), v_{z} (km s^{-1})
6.378979421369709080e+00, 4.890256195516919924e+00, -6.760637290221359619e-01, 1.454213421914834770e-01, -8.364795462586201991e-01, 4.095758848110558903e-01
6.349435999579854162e+00, -2.504845530406205167e+00, 6.176903316802644817e+00, 1.447439621519938324e+00, 4.779074608076633313e-01, -1.044045633139500051e+00
1.370126446623982929e+03, 1.668109132014483066e+03, 1.122425599894581438e+01, -4.165861923126621541e-02, -2.831970584196894045e-03, 2.426017839403303220e-02
3.095033639778461965e-02, 3.449371751837440603e-02, -7.375841367489317790e-02, 3.060691711601889509e+01, -7.355448184202996842e+00, -1.949998943073407265e+00
1.977964172536498921e+01, -4.479324694966828702e+01, -1.676065318081770616e+00, -1.101016040344853675e+00, -8.324096273015016423e-03, 6.758426257362043499e-01
3.490825361824240414e+00, -3.131804648174384198e+00, -1.289109150078099564e+00, 3.843890462790544582e-01, 2.723155486263035274e-01, 4.678274230461584859e-01
-1.553056157709785667e+00, 2.960785076318826481e-01, 1.168682576900480496e+00, -3.463409797004451951e-02, -1.016612806987227557e+00, 3.859516512963867552e-01
1.138191085333930680e-01, 2.083279391400944813e-01, 3.374316751872895592e-01, 3.580777340101710671e+00, 4.369463167763033340e+00, -7.928807236323919483e+00
2.633797120904517956e-03, -1.697480400009069787e-02, -1.918473343743219359e-02, 5.542282428971518726e+01, 1.090009777685968828e+01, -2.035709718080689790e+00
4.611294161343784559e+00, -3.681670953089246723e+01, -1.579797622961378245e+01, 2.534537738203059831e-01, -2.227396272312037073e+00, 8.264087728574206482e-01
4.051387342282160575e-01, -4.523970067505612147e-01, 1.263026086513254487e-01, -2.451171883617949410e-01, 9.824631720549582836e-02, 1.453477600197516928e-01
1.347859445651645283e+00, -1.683743710973063079e+00, 1.878593323197483622e+00, -8.705764589999546998e-02, 9.400848813237637491e-02, -4.286202619841120720e-01
